"101","9","1","src/test/java/org/junit/tests/experimental/rules/ExternalResourceRuleTest.java","8","2","src/test/java/org/junit/tests/experimental/rules/ExternalResourceRuleTest.java","71","506","1"
"102","18","0","src/test/java/org/junit/tests/AllTests.java","18","7","src/test/java/org/junit/tests/AllTests.java","72","506","1"
"103","125","10","src/test/java/org/junit/tests/AllTests.java","125","10","src/test/java/org/junit/tests/AllTests.java","72","506","1"
"104","14","0","src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java","13","2","src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java","73","506","1"
"105","173","4","src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java","173","4","src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java","73","506","1"
"106","281","1","src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java","277","1","src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java","73","506","1"
"107","296","1","src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java","292","1","src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java","73","506","1"
"108","310","1","src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java","306","1","src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java","73","506","1"
"109","327","1","src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java","323","1","src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java","73","506","1"
"110","14","1","src/test/java/org/junit/tests/experimental/rules/TempFolderRuleTest.java","13","2","src/test/java/org/junit/tests/experimental/rules/TempFolderRuleTest.java","74","506","1"
"111","34","0","src/main/java/org/junit/experimental/max/MaxHistory.java","34","3","src/main/java/org/junit/experimental/max/MaxHistory.java","78","506","1"
"112","9","1","src/main/java/org/junit/runners/model/FrameworkField.java","9","1","src/main/java/org/junit/runners/model/FrameworkField.java","81","506","1"
"113","9","2","src/test/java/org/junit/tests/experimental/rules/TimeoutRuleTest.java","8","3","src/test/java/org/junit/tests/experimental/rules/TimeoutRuleTest.java","83","506","1"
