"1","de9269563b6af4ccf9e3d3750864158a27eee6d3","1","1"
"2","5345833c6b382646ced3060a8dbc85763e7bc817","1","1"
"3","e6a20043db694056ac00456f6076091012ecba87","1","1"
"4","236e75bd968935cf8728c3f7aaaccaefd2f9c737","1","1"
"5","32d7f24bf40c2cc65eb5af875910caf880db7f29","1","1"
"6","2e51b7c5383091e0103d8ac64a2274eb38bd0cd7","1","1"
"7","2b6fa701e84625c511b03079296774cc0904ef1a","1","1"
"8","682fb5f41adb91be6d58341a80ff78a6ca3b29c8","1","1"
"9","df00d5eced3a7737b88de0f6f9e3673f0cf88f88","1","1"
"10","772eadf59f81c3dd89d4838976520792d860961b","1","1"
"11","86b9346e4c8fa263810dbd55a2775081194b1d6f","1","1"
"12","dcc298cf98108fde395495e78ac4f28a9cdc496e","1","1"
"13","4e9f1a65ca8d794db54260b4f2e5b078d949fdda","1","1"
"14","cf870c0bebf6ca9631594845cd558e1f4fb78b29","1","1"
"15","9d3821f6411ad85a683b8d38e4d42411229f2eec","1","1"
"16","d56c7296efd21e517c2c5bead01021f8796b31a7","1","1"
"17","55d591ea589e080a89f6a25b6d5d752cb4e18e96","1","1"
"18","2ade5fd3aad123d6507b59ed5d48c8f030314f00","1","1"
"19","5c2070d7cf981e2e103aef6fd0ef64c473331325","1","1"
"20","ccf0c0af551df541e40edb07d19a57072a8b14b1","1","1"
"21","e9d4de8e15255b03b60e935390e517d4de90a73b","1","1"
"22","cc8497f28e1d5a46d7940a0b36556154c83d6f7a","1","1"
"23","278d76f285c4729700276e875ff8d69ea2ecfbc2","1","1"
"24","50e3d1bc87b4b16f0617b6212252363f499397ab","1","1"
"25","318adee43493447e22bbea89e0f17260e0186a14","1","1"
"26","196c4ed79cbaca37709643b54913b361b677ae04","1","1"
"27","72af03c49fdad5f10e36c7eb4e7045feb971d253","1","1"
"28","a254e9c8379cb021d1b85c49b2c0cdbd9b5d4e1d","1","1"
"29","36101e7ea3e3952fcecae2cb9563040a5b24cabf","1","1"
"30","32b5270071e08297f167a1785fd71b92ab6d7c1b","1","1"
"31","80b7fbad6e37f2b229a919f595a5263dd21da8fb","1","1"
"32","0d508269ec972c3ac22e265bc0d9d8305f2afb8b","1","1"
"33","30f2b16525dabb477373be9ed3e76bb98b200806","1","1"
"34","0c458a8796cc5ffcda5286ee4a367c8e31ae7c88","1","1"
"35","872aba6255a0ddcc02bd88418ea8b6b2a70fdb54","1","1"
"36","45aed05bb9e75bc8228af8ffbb44d39626d02dd5","1","1"
"37","229490bbf8731ec07fd7ce6d68f0e22b502b9caf","1","1"
"38","ebb9d7f536a5b1be8364c6cb7367cac8c3849caa","1","1"
"39","a982920ee8036d001aa4a223a2521be28681ec27","1","1"
"40","c63e0913154a8f01e9f78fef9de23fffd7a1a717","1","1"
"41","6fb53a7e272a6ecc232840c96b4cfe5235a8f823","1","1"
"42","bbacbd93334540a5054bb50488f662c3f81a9c00","1","1"
"43","be8d4ee17541876e139d1b1319ac5101bf055c8c","1","1"
"44","08c3b3aa633385373b08285225e58c6ee0ab8092","1","1"
"45","d9cccce5034bb9876221d271914471b205220061","1","1"
"46","4845736a4bc4c076cd676137407c55d63da8da4d","1","1"
"47","6b943e564adcc9a7106e54c24eb5d022bed1462f","1","1"
"48","3b8708636ffc1a9fc970b66db73c09095dabc2e2","1","1"
"49","4f1dbfc8619f5827a919106d14d42777b838638a","1","1"
"50","e381886b42fb190e3ebb82503330e8ca2788a929","1","1"
"51","231241782c199d39943f742d0abe57057b0b785c","1","1"
"52","c16abda4e0ae1704eff3ec8f893519770b97beba","1","1"
"53","a0eea1357f0a0f4faea1245197f20ceee5ca3a5a","1","1"
"54","07045d97024b77023df481f808ea687e006fb338","1","1"
"55","53929101b4d9606d92dfd8d52e87f5dda467d51a","1","1"
"56","72e10d3ca80ae76af8920091736882a6dc0a5036","1","1"
"57","0333e7efdc9ecf81df4212f82c3a59c6ff0fab19","1","1"
"58","7a65992af084650c52dc69380ae1ac24b107715c","1","1"
"59","1df71004338faf30b9287b03b726e1ce4f1246be","1","1"
"60","7924760d2d64f5f7651e9e57d1ca01e1bcce74e0","1","1"
"61","cf2a11a5939e8623cb4591080f423134025bbf62","1","1"
"62","44e64ced4b33fd4b4c52fa6a587b9552fae41068","1","1"
"63","96bb03c2aecc818b7a77f9bb7d8684a16d8a80a7","1","1"
"64","35916619de9d9c3e7ec3d793ab3072c9e78db258","1","1"
"65","c610a49727858597d9a10289bed0a0174053a69f","1","1"
