id;commit_hash;file;heuristic;refactoring_type;is_floss;project
70;ec64a55825d1ab518a7cf46c5e5600b91351b5da;tightdb-java-test/src/test/java/com/tightdb/typed/AbstractDataOperationsTest.java;ordering conflict;none;not_floss;realm
71;9401ff789334de769c06e63a56a7ccb45e87e44e;src/main/java/com/tightdb/lib/TightDB.java;true positive;none;not_floss;realm
72;580843af917c4a3a0f00b1fce4075c412d9ec980;realm/src/androidTest/java/io/realm/RealmTest.java;true positive;none;not_floss;realm
73;ec14db605e6be11bc9f2cb9bb002225a241e1c9c;realm/src/androidTest/java/io/realm/RealmResultsTest.java;true positive;none;not_floss;realm
74;ec14db605e6be11bc9f2cb9bb002225a241e1c9c;realm/src/androidTest/java/io/realm/RealmTest.java;true positive;none;not_floss;realm
75;ec14db605e6be11bc9f2cb9bb002225a241e1c9c;realm/src/androidTest/java/io/realm/RealmTest.java;true positive;none;not_floss;realm
76;ec14db605e6be11bc9f2cb9bb002225a241e1c9c;realm/src/androidTest/java/io/realm/TestHelper.java;ordering conflict;none;not_floss;realm
77;e502366937b93e09a6aba4ca8821fdc50ac2d874;realm/realm-library/src/androidTest/java/io/realm/SortTest.java;formatting conflict;none;not_floss;realm
78;ebd7e5879065bf7439588703284b7a5eb64e1eab;realm/realm-annotations-processor/src/main/java/io/realm/processor/RealmProxyClassGenerator.java;true positive;none;not_floss;realm
79;c50950e1964fe4d2fb8a95073f6def9dd2edfbc9;realm/realm-library/src/androidTest/java/io/realm/RealmAsyncQueryTests.java;true positive;none;not_floss;realm
80;c50950e1964fe4d2fb8a95073f6def9dd2edfbc9;realm/realm-library/src/androidTest/java/io/realm/RealmAsyncQueryTests.java;true positive;none;not_floss;realm
81;fa982b07c69aca919e4483d4b15c1bdc1039b993;realm/src/main/java/io/realm/Realm.java;true positive;none;not_floss;realm
82;fa982b07c69aca919e4483d4b15c1bdc1039b993;realm/src/main/java/io/realm/Realm.java;true positive;none;not_floss;realm
83;fa982b07c69aca919e4483d4b15c1bdc1039b993;realm-annotations-processor/src/test/resources/io/realm/SimpleRealmProxy.java;true positive;none;not_floss;realm
84;fa982b07c69aca919e4483d4b15c1bdc1039b993;realm-annotations-processor/src/test/resources/io/realm/BooleansRealmProxy.java;unhandled refactoring conflict;change method declaration;not_floss;realm
85;fa982b07c69aca919e4483d4b15c1bdc1039b993;realm-annotations-processor/src/test/resources/io/realm/BooleansRealmProxy.java;unhandled refactoring conflict;change method declaration;not_floss;realm
